conflict_id,dyad_id,location_inc,side_a,side_a_id,side_a_2nd,side_b,side_b_id,side_b_2nd,incompatibility,territory_name,year,bd_best,bd_low,bd_high,type_of_conflict,battle_location,gwno_a,gwno_a_2nd,gwno_b,gwno_b_2nd,gwno_loc,gwno_battle,region,version
13641,14669,Nigeria,Government of Nigeria,84,Government of Chad,IS,234,,1,Islamic State,2017,817,817,1267,4,Nigeria,475,483,,,475,475,4,24.1
13641,14669,Nigeria,Government of Nigeria,84,"Government of Niger, Government of Chad, Government of Cameroon",IS,234,,1,Islamic State,2018,836,693,1158,4,Nigeria,475,"436, 471, 483",,,475,475,4,24.1
13641,14669,Nigeria,Government of Nigeria,84,"Government of Niger, Government of Chad, Government of Cameroon",IS,234,,1,Islamic State,2019,1013,857,1597,4,Nigeria,475,"436, 471, 483",,,475,475,4,24.1
13641,14669,Nigeria,Government of Nigeria,84,"Government of Niger, Government of Chad, Government of Cameroon",IS,234,,1,Islamic State,2020,1559,1297,2469,4,Nigeria,475,"436, 471, 483",,,475,475,4,24.1
13641,14669,Nigeria,Government of Nigeria,84,"Government of Niger, Government of Chad, Government of Cameroon",IS,234,,1,Islamic State,2021,1597,1448,2494,4,Nigeria,475,"436, 471, 483",,,475,475,4,24.1
13641,14669,Nigeria,Government of Nigeria,84,"Government of Niger, Government of Chad, Government of Cameroon",IS,234,,1,Islamic State,2022,1052,932,1756,4,Nigeria,475,"436, 471, 483",,,475,475,4,24.1
13641,14669,Nigeria,Government of Nigeria,84,"Government of Niger, Government of Cameroon",IS,234,,1,Islamic State,2023,1545,1279,1914,4,"Niger, Nigeria",475,"436, 471",,,475,"436, 475",4,24.1
13641,14669,Nigeria,Government of Nigeria,84,"Government of Niger, Government of Chad, Government of Cameroon",IS,234,,1,Islamic State,2015,2063,2060,3097,4,Nigeria,475,"436, 471, 483",,,475,475,4,24.1
325,"11521, 709",Pakistan,Government of Pakistan,142,,"UBA, BLA","287, 3192",,1,Balochistan,2016,94,94,94,3,Pakistan,770,,,,770,770,3,24.1
325,16177,Pakistan,Government of Pakistan,142,,BRAS,7542,,1,Balochistan,2019,37,37,37,3,Pakistan,770,,,,770,770,3,24.1
325,16177,Pakistan,Government of Pakistan,142,,BRAS,7542,,1,Balochistan,2020,120,77,121,3,Pakistan,770,,,,770,770,3,24.1
325,16177,Pakistan,Government of Pakistan,142,,BRAS,7542,,1,Balochistan,2021,129,109,147,3,Pakistan,770,,,,770,770,3,24.1
325,16177,Pakistan,Government of Pakistan,142,,BRAS,7542,,1,Balochistan,2022,154,115,290,3,Pakistan,770,,,,770,770,3,24.1
325,16177,Pakistan,Government of Pakistan,142,,BRAS,7542,,1,Balochistan,2023,110,48,208,3,Pakistan,770,,,,770,770,3,24.1
325,709,Pakistan,Government of Pakistan,142,,BLA,287,,1,Balochistan,2004,43,43,58,3,Pakistan,770,,,,770,770,3,24.1
325,"710, 709",Pakistan,Government of Pakistan,142,,"BLA, Baloch Ittehad","288, 287",,1,Balochistan,2006,200,200,209,3,Pakistan,770,,,,770,770,3,24.1
325,709,Pakistan,Government of Pakistan,142,,BLA,287,,1,Balochistan,2007,83,82,331,3,Pakistan,770,,,,770,770,3,24.1
325,"711, 709",Pakistan,Government of Pakistan,142,,"BLA, BRA","289, 287",,1,Balochistan,2008,197,186,233,3,Pakistan,770,,,,770,770,3,24.1
325,"711, 709",Pakistan,Government of Pakistan,142,,"BLA, BRA","289, 287",,1,Balochistan,2009,81,81,102,3,Pakistan,770,,,,770,770,3,24.1
325,709,Pakistan,Government of Pakistan,142,,BLA,287,,1,Balochistan,2011,42,42,123,3,Pakistan,770,,,,770,770,3,24.1
325,"711, 708, 709",Pakistan,Government of Pakistan,142,,"BLA, BLF, BRA","1166, 289, 287",,1,Balochistan,2012,118,118,362,3,Pakistan,770,,,,770,770,3,24.1
325,709,Pakistan,Government of Pakistan,142,,BLA,287,,1,Balochistan,2013,45,45,45,3,Pakistan,770,,,,770,770,3,24.1
325,"711, 709",Pakistan,Government of Pakistan,142,,"BLA, BRA","289, 287",,1,Balochistan,2014,90,90,90,3,Pakistan,770,,,,770,770,3,24.1
325,"711, 708, 709",Pakistan,Government of Pakistan,142,,"BLA, BLF, BRA","1166, 289, 287",,1,Balochistan,2015,107,107,107,3,Pakistan,770,,,,770,770,3,24.1
326,712,Eritrea,Government of Eritrea,98,,EIJM - AS,495,,2,,2003,57,57,57,3,Eritrea,531,,,,531,531,4,24.1
326,712,Eritrea,Government of Eritrea,98,,EIJM - AS,495,,2,,1997,31,31,117,3,Eritrea,531,,,,531,531,4,24.1
326,712,Eritrea,Government of Eritrea,98,,EIJM - AS,495,,2,,1999,25,25,239,3,Eritrea,531,,,,531,531,4,24.1
327,714,Angola,Government of Angola,99,Government of Cuba,UNITA,567,,2,,1989,2810,2810,6283,4,Angola,540,40,,,540,540,4,24.1
327,714,Angola,Government of Angola,99,,UNITA,567,,2,,1990,2558,2557,4452,3,Angola,540,,,,540,540,4,24.1
327,714,Angola,Government of Angola,99,,UNITA,567,,2,,1991,491,491,647,3,Angola,540,,,,540,540,4,24.1
327,714,Angola,Government of Angola,99,,UNITA,567,,2,,1992,2321,2321,3572,3,Angola,540,,,,540,540,4,24.1
327,714,Angola,Government of Angola,99,,UNITA,567,,2,,1993,12054,12054,23329,3,Angola,540,,,,540,540,4,24.1
327,714,Angola,Government of Angola,99,,UNITA,567,,2,,1994,3924,3920,11087,3,"Angola, DR Congo (Zaire)",540,,,,540,"540, 490",4,24.1
327,714,Angola,Government of Angola,99,,UNITA,567,,2,,1995,162,162,522,3,Angola,540,,,,540,540,4,24.1
327,714,Angola,Government of Angola,99,,UNITA,567,,2,,1998,1041,1041,1516,3,Angola,540,,,,540,540,4,24.1
327,714,Angola,Government of Angola,99,Government of Namibia,UNITA,567,,2,,1999,2273,2273,6431,4,"Angola, Namibia",540,565,,,540,"565, 540",4,24.1
327,714,Angola,Government of Angola,99,Government of Namibia,UNITA,567,,2,,2000,1000,404,3796,4,"Angola, Namibia",540,565,,,540,"565, 540",4,24.1
327,714,Angola,Government of Angola,99,Government of Namibia,UNITA,567,,2,,2001,1123,1123,2447,4,Angola,540,565,,,540,540,4,24.1
327,714,Angola,Government of Angola,99,Government of Namibia,UNITA,567,,2,,2002,465,461,465,4,Angola,540,565,,,540,540,4,24.1
13645,14609,Yemen (North Yemen),Government of Yemen (North Yemen),123,,IS,234,,1,Islamic State,2017,26,5,26,3,Yemen (North Yemen),678,,,,678,678,2,24.1
13645,14609,Yemen (North Yemen),Government of Yemen (North Yemen),123,,IS,234,,1,Islamic State,2020,33,11,62,3,Yemen (North Yemen),678,,,,678,678,2,24.1
13645,14609,Yemen (North Yemen),Government of Yemen (North Yemen),123,,IS,234,,1,Islamic State,2015,283,283,288,3,Yemen (North Yemen),678,,,,678,678,2,24.1
13646,10589,Kenya,Government of Kenya,91,,Al-Shabaab,717,,1,Northeastern Province and Coast,2016,49,49,83,3,"Kenya, Somalia",501,,,,501,"501, 520",4,24.1
13646,10589,Kenya,Government of Kenya,91,,Al-Shabaab,717,,1,Northeastern Province and Coast,2017,85,83,110,3,Kenya,501,,,,501,501,4,24.1
13646,10589,Kenya,Government of Kenya,91,,Al-Shabaab,717,,1,Northeastern Province and Coast,2018,69,59,147,3,Kenya,501,,,,501,501,4,24.1
13646,10589,Kenya,Government of Kenya,91,Government of United States of America,Al-Shabaab,717,,1,Northeastern Province and Coast,2019,61,60,94,4,Kenya,501,2,,,501,501,4,24.1
13646,10589,Kenya,Government of Kenya,91,Government of United States of America,Al-Shabaab,717,,1,Northeastern Province and Coast,2020,94,94,142,4,Kenya,501,2,,,501,501,4,24.1
13646,10589,Kenya,Government of Kenya,91,Government of United States of America,Al-Shabaab,717,,1,Northeastern Province and Coast,2021,78,78,184,4,"Kenya, Somalia",501,2,,,501,"501, 520",4,24.1
13646,10589,Kenya,Government of Kenya,91,,Al-Shabaab,717,,1,Northeastern Province and Coast,2022,72,71,148,3,Kenya,501,,,,501,501,4,24.1
13646,10589,Kenya,Government of Kenya,91,,Al-Shabaab,717,,1,Northeastern Province and Coast,2023,196,191,212,3,Kenya,501,,,,501,501,4,24.1
13646,10589,Kenya,Government of Kenya,91,,Al-Shabaab,717,,1,Northeastern Province and Coast,2015,42,40,117,3,"Kenya, Somalia",501,,,,501,"501, 520",4,24.1
15183,16474,Tanzania,Government of Tanzania,92,,IS,234,,1,Islamic State,2020,25,22,26,3,Tanzania,510,,,,510,510,4,24.1
13648,14677,Egypt,Government of Egypt,117,,IS,234,,1,Islamic State,2016,355,355,359,3,Egypt,651,,,,651,651,2,24.1
13648,14677,Egypt,Government of Egypt,117,,IS,234,,1,Islamic State,2017,394,279,514,3,Egypt,651,,,,651,651,2,24.1
13648,14677,Egypt,Government of Egypt,117,,IS,234,,1,Islamic State,2018,652,502,654,3,Egypt,651,,,,651,651,2,24.1
13648,14677,Egypt,Government of Egypt,117,,IS,234,,1,Islamic State,2019,589,217,598,3,Egypt,651,,,,651,651,2,24.1
13648,14677,Egypt,Government of Egypt,117,,IS,234,,1,Islamic State,2020,527,206,538,3,Egypt,651,,,,651,651,2,24.1
13648,14677,Egypt,Government of Egypt,117,,IS,234,,1,Islamic State,2021,112,99,204,3,Egypt,651,,,,651,651,2,24.1
13648,14677,Egypt,Government of Egypt,117,,IS,234,,1,Islamic State,2022,231,214,233,3,Egypt,651,,,,651,651,2,24.1
13648,14677,Egypt,Government of Egypt,117,,IS,234,,1,Islamic State,2015,767,753,947,3,Egypt,651,,,,651,651,2,24.1
329,718,Ethiopia,Government of Ethiopia,97,,AIAI,542,,1,Ogaden,1993,36,36,36,3,Ethiopia,530,,,,530,530,4,24.1
329,719,Ethiopia,Government of Ethiopia,97,,ONLF,497,,1,Ogaden,1994,50,50,50,3,Ethiopia,530,,,,530,530,4,24.1
329,"719, 718",Ethiopia,Government of Ethiopia,97,,"AIAI, ONLF","497, 542",,1,Ogaden,1996,211,211,481,3,"Ethiopia, Somalia",530,,,,530,"530, 520",4,24.1
329,719,Ethiopia,Government of Ethiopia,97,,ONLF,497,,1,Ogaden,1998,25,6,90,3,Ethiopia,530,,,,530,530,4,24.1
329,"719, 718",Ethiopia,Government of Ethiopia,97,,"AIAI, ONLF","497, 542",,1,Ogaden,1999,50,50,640,3,"Ethiopia, Somalia",530,,,,530,"530, 520",4,24.1
329,719,Ethiopia,Government of Ethiopia,97,,ONLF,497,,1,Ogaden,2000,25,0,855,3,Ethiopia,530,,,,530,530,4,24.1
329,719,Ethiopia,Government of Ethiopia,97,,ONLF,497,,1,Ogaden,2001,25,25,117,3,Ethiopia,530,,,,530,530,4,24.1
329,719,Ethiopia,Government of Ethiopia,97,,ONLF,497,,1,Ogaden,2002,25,25,637,3,Ethiopia,530,,,,530,530,4,24.1
329,719,Ethiopia,Government of Ethiopia,97,,ONLF,497,,1,Ogaden,2003,25,25,260,3,Ethiopia,530,,,,530,530,4,24.1
329,719,Ethiopia,Government of Ethiopia,97,,ONLF,497,,1,Ogaden,2004,25,25,525,3,"Ethiopia, Somalia",530,,,,530,"530, 520",4,24.1
329,719,Ethiopia,Government of Ethiopia,97,,ONLF,497,,1,Ogaden,2005,58,58,695,3,Ethiopia,530,,,,530,530,4,24.1
329,719,Ethiopia,Government of Ethiopia,97,,ONLF,497,,1,Ogaden,2006,25,0,818,3,Ethiopia,530,,,,530,530,4,24.1
329,719,Ethiopia,Government of Ethiopia,97,,ONLF,497,,1,Ogaden,2007,152,152,737,3,Ethiopia,530,,,,530,530,4,24.1
329,719,Ethiopia,Government of Ethiopia,97,,ONLF,497,,1,Ogaden,2008,25,25,416,3,Ethiopia,530,,,,530,530,4,24.1
329,719,Ethiopia,Government of Ethiopia,97,,ONLF,497,,1,Ogaden,2009,473,473,995,3,Ethiopia,530,,,,530,530,4,24.1
329,719,Ethiopia,Government of Ethiopia,97,,ONLF,497,,1,Ogaden,2010,126,123,1860,3,"Ethiopia, Somalia",530,,,,530,"530, 520",4,24.1
329,719,Ethiopia,Government of Ethiopia,97,,ONLF,497,,1,Ogaden,2011,25,25,379,3,"Ethiopia, Kenya",530,,,,530,"530, 501",4,24.1
329,719,Ethiopia,Government of Ethiopia,97,,ONLF,497,,1,Ogaden,2012,25,25,406,3,Ethiopia,530,,,,530,530,4,24.1
329,719,Ethiopia,Government of Ethiopia,97,,ONLF,497,,1,Ogaden,2013,52,52,908,3,Ethiopia,530,,,,530,530,4,24.1
329,719,Ethiopia,Government of Ethiopia,97,,ONLF,497,,1,Ogaden,2014,25,25,222,3,Ethiopia,530,,,,530,530,4,24.1
329,719,Ethiopia,Government of Ethiopia,97,,ONLF,497,,1,Ogaden,2015,25,0,138,3,Ethiopia,530,,,,530,530,4,24.1
329,719,Ethiopia,Government of Ethiopia,97,,ONLF,497,,1,Ogaden,2016,25,0,50,3,Ethiopia,530,,,,530,530,4,24.1
330,720,Indonesia,Government of Indonesia,155,,CNRT,290,,1,East Timor,1992,39,39,39,3,Indonesia,850,,,,850,850,3,24.1
330,720,Indonesia,Government of Indonesia,155,,CNRT,290,,1,East Timor,1997,51,51,79,3,Indonesia,850,,,,850,850,3,24.1
330,720,Indonesia,Government of Indonesia,155,,CNRT,290,,1,East Timor,1998,30,14,48,3,Indonesia,850,,,,850,850,3,24.1
330,720,Indonesia,Government of Indonesia,155,,CNRT,290,,1,East Timor,1999,26,26,30,3,Indonesia,850,,,,850,850,3,24.1
331,721,Morocco,Government of Morocco,108,,POLISARIO,563,,1,Sahrawi Arab Democratic Republic (Western Sahara),1989,207,207,378,3,Morocco,600,,,,600,600,4,24.1
332,722,Mozambique,Government of Mozambique,100,,Renamo,498,,2,,2016,55,46,64,3,Mozambique,541,,,,541,541,4,24.1
332,15516,Mozambique,Government of Mozambique,100,,ASWJ,7032,,2,,2018,51,45,53,3,Mozambique,541,,,,541,541,4,24.1
332,15516,Mozambique,Government of Mozambique,100,,ASWJ,7032,,2,,2019,97,93,99,3,Mozambique,541,,,,541,541,4,24.1
332,722,Mozambique,Government of Mozambique,100,Government of Zimbabwe (Rhodesia),Renamo,498,,2,,1989,1149,1144,3750,4,Mozambique,541,552,,,541,541,4,24.1
332,722,Mozambique,Government of Mozambique,100,Government of Zimbabwe (Rhodesia),Renamo,498,,2,,1990,1577,327,1577,4,Mozambique,541,552,,,541,541,4,24.1
332,722,Mozambique,Government of Mozambique,100,,Renamo,498,,2,,1991,1326,365,2359,3,Mozambique,541,,,,541,541,4,24.1
332,722,Mozambique,Government of Mozambique,100,,Renamo,498,,2,,1992,309,309,445,3,Mozambique,541,,,,541,541,4,24.1
332,722,Mozambique,Government of Mozambique,100,,Renamo,498,,2,,2013,42,29,112,3,Mozambique,541,,,,541,541,4,24.1
332,722,Mozambique,Government of Mozambique,100,,Renamo,498,,2,,2014,30,22,35,3,Mozambique,541,,,,541,541,4,24.1
13653,14685,India,Government of India,141,,UNLFW,6320,,1,Western South East Asia,2016,47,47,69,3,India,750,,,,750,750,3,24.1
13653,14685,India,Government of India,141,,UNLFW,6320,,1,Western South East Asia,2017,39,39,41,3,India,750,,,,750,750,3,24.1
13653,14685,India,Government of India,141,,UNLFW,6320,,1,Western South East Asia,2018,27,26,28,3,India,750,,,,750,750,3,24.1
13653,14685,India,Government of India,141,,UNLFW,6320,,1,Western South East Asia,2015,161,98,192,3,India,750,,,,750,750,3,24.1
333,"727, 729, 724, 726, 732",Afghanistan,Government of Afghanistan,130,Government of Russia (Soviet Union),"Hizb-i Islami-yi Afghanistan - Khalis faction, Mahaz-i Milli-yi Islami-yi Afghanistan, Hizb-i Islami-yi Afghanistan, Hizb-i Wahdat, Jam'iyyat-i Islami-yi Afghanistan","294, 299, 300, 292, 296",,2,,1989,5174,1904,17051,4,Afghanistan,700,365,,,700,700,3,24.1
333,"727, 724, 733, 726, 732",Afghanistan,Government of Afghanistan,130,,"Hizb-i Islami-yi Afghanistan - Khalis faction, Military faction (forces of Shahnawaz Tanay), Hizb-i Islami-yi Afghanistan, Hizb-i Wahdat, Jam'iyyat-i Islami-yi Afghanistan","301, 294, 299, 300, 292",,2,,1990,1478,1323,2275,3,Afghanistan,700,,,,700,700,3,24.1
333,"727, 732, 724, 726",Afghanistan,Government of Afghanistan,130,,"Hizb-i Islami-yi Afghanistan - Khalis faction, Hizb-i Wahdat, Hizb-i Islami-yi Afghanistan, Jam'iyyat-i Islami-yi Afghanistan","300, 292, 299, 294",,2,,1991,3302,3156,3802,3,Afghanistan,700,,,,700,700,3,24.1
333,"732, 724, 726",Afghanistan,Government of Afghanistan,130,,"Hizb-i Wahdat, Hizb-i Islami-yi Afghanistan, Jam'iyyat-i Islami-yi Afghanistan","300, 292, 299",,2,,1992,4276,4259,5460,3,Afghanistan,700,,,,700,700,3,24.1
333,"734, 732, 726",Afghanistan,Government of Afghanistan,130,,"Junbish-i Milli-yi Islami, Hizb-i Wahdat, Hizb-i Islami-yi Afghanistan","300, 302, 299",,2,,1993,3721,3713,7805,3,Afghanistan,700,,,,700,700,3,24.1
333,"734, 732, 726",Afghanistan,Government of Afghanistan,130,,"Junbish-i Milli-yi Islami, Hizb-i Wahdat, Hizb-i Islami-yi Afghanistan","300, 302, 299",,2,,1994,8937,8937,11955,3,Afghanistan,700,,,,700,700,3,24.1
333,"734, 735, 732, 726",Afghanistan,Government of Afghanistan,130,,"Junbish-i Milli-yi Islami, Taleban, Hizb-i Wahdat, Hizb-i Islami-yi Afghanistan","300, 302, 299, 303",,2,,1995,5516,5516,6490,3,"Pakistan, Afghanistan",700,,,,700,"700, 770",3,24.1
333,"735, 736, 724",Afghanistan,Government of Afghanistan,130,,"Taleban, UIFSA, Jam'iyyat-i Islami-yi Afghanistan","304, 292, 303",,2,,1996,3177,3161,3638,3,Afghanistan,700,,,,700,700,3,24.1
333,736,Afghanistan,Government of Afghanistan,130,,UIFSA,304,,2,,1997,6396,4244,8281,3,Afghanistan,700,,,,700,700,3,24.1
333,736,Afghanistan,Government of Afghanistan,130,,UIFSA,304,,2,,1998,6256,6168,7698,3,Afghanistan,700,,,,700,700,3,24.1
333,736,Afghanistan,Government of Afghanistan,130,,UIFSA,304,,2,,1999,4629,4594,4945,3,Afghanistan,700,,,,700,700,3,24.1
333,736,Afghanistan,Government of Afghanistan,130,,UIFSA,304,,2,,2000,5235,4053,5511,3,Afghanistan,700,,,,700,700,3,24.1
333,736,Afghanistan,Government of Afghanistan,130,,UIFSA,304,Government of Iran,2,,2001,2328,2217,7657,4,Afghanistan,700,,,630,700,700,3,24.1
333,726,Afghanistan,Government of Afghanistan,130,,Hizb-i Islami-yi Afghanistan,299,,2,,2002,30,30,30,3,Afghanistan,700,,,,700,700,3,24.1
333,"735, 726",Afghanistan,Government of Afghanistan,130,"Government of Italy, Government of United Kingdom, Government of Netherlands, Government of United States of America, Government of Germany, Government of France, Government of Australia, Government of Norway, Government of Poland, Government of Romania, Government of Denmark, Government of New Zealand","Taleban, Hizb-i Islami-yi Afghanistan","299, 303",,2,,2003,660,646,984,4,Afghanistan,700,"900, 2, 260, 325, 390, 360, 920, 290, 200, 220, 210, 385",,,700,700,3,24.1
333,735,Afghanistan,Government of Afghanistan,130,"Government of Portugal, Government of Italy, Government of Czech Republic, Government of United Kingdom, Government of Canada, Government of United States of America, Government of Germany, Government of France, Government of Pakistan, Government of Poland, Government of Belgium, Government of Romania, Government of Slovakia, Government of Spain",Taleban,303,,2,,2004,711,669,1245,4,"Pakistan, Afghanistan",700,"200, 2, 260, 316, 325, 211, 230, 360, 20, 290, 770, 317, 235, 220",,,700,"700, 770",3,24.1
333,735,Afghanistan,Government of Afghanistan,130,"Government of Italy, Government of United Kingdom, Government of Canada, Government of Netherlands, Government of United States of America, Government of Germany, Government of France, Government of Australia, Government of Norway, Government of Pakistan, Government of Belgium, Government of Poland, Government of Slovakia, Government of Romania, Government of Denmark, Government of Spain",Taleban,303,,2,,2005,1628,1424,1992,4,"Pakistan, Afghanistan",700,"900, 200, 2, 260, 325, 211, 390, 230, 360, 20, 290, 770, 317, 220, 210, 385",,,700,"700, 770",3,24.1
333,"735, 726",Afghanistan,Government of Afghanistan,130,"Government of Portugal, Government of Slovenia, Government of Italy, Government of United Kingdom, Government of Canada, Government of Croatia, Government of Norway, Government of Austria, Government of Iceland, Government of Slovakia, Government of Spain, Government of Czech Republic, Government of Netherlands, Government of Poland, Government of Hungary, Government of Romania, Government of Sweden, Government of Denmark, Government of New Zealand, Government of Ireland, Government of Latvia, Government of Finland, Government of North Macedonia, Government of Albania, Government of Estonia, Government of Azerbaijan, Government of Greece, Government of Lithuania, Government of Luxembourg, Government of Turkey, Government of United States of America, Government of Switzerland, Government of Germany, Government of France, Government of Australia, Government of Pakistan, Government of Belgium, Government of Bulgaria","Taleban, Hizb-i Islami-yi Afghanistan","299, 303",,2,,2006,4734,4665,5543,4,"Pakistan, Afghanistan",700,"325, 211, 390, 360, 210, 900, 2, 366, 316, 230, 373, 350, 317, 355, 205, 395, 343, 385, 367, 260, 380, 225, 368, 20, 640, 344, 235, 220, 375, 310, 349, 305, 212, 339, 920, 290, 770, 200",,,700,"700, 770",3,24.1
333,735,Afghanistan,Government of Afghanistan,130,"Government of Portugal, Government of Slovenia, Government of Italy, Government of United Kingdom, Government of Canada, Government of Croatia, Government of Norway, Government of Austria, Government of Iceland, Government of Slovakia, Government of Spain, Government of Czech Republic, Government of Netherlands, Government of Poland, Government of Hungary, Government of Romania, Government of Sweden, Government of Denmark, Government of New Zealand, Government of Ireland, Government of Latvia, Government of Finland, Government of North Macedonia, Government of Jordan, Government of Albania, Government of Estonia, Government of Azerbaijan, Government of Greece, Government of Lithuania, Government of Luxembourg, Government of Turkey, Government of United States of America, Government of Switzerland, Government of Germany, Government of France, Government of Australia, Government of Pakistan, Government of Belgium, Government of Bulgaria",Taleban,303,,2,,2007,6848,6303,8386,4,"Pakistan, Afghanistan",700,"325, 211, 390, 360, 210, 900, 2, 366, 316, 230, 373, 350, 663, 317, 355, 205, 395, 343, 385, 367, 260, 380, 225, 368, 20, 640, 344, 235, 220, 375, 310, 349, 305, 212, 339, 920, 290, 770, 200",,,700,"700, 770",3,24.1
333,"735, 726",Afghanistan,Government of Afghanistan,130,"Government of Portugal, Government of Slovenia, Government of Italy, Government of United Kingdom, Government of Canada, Government of Croatia, Government of Norway, Government of Austria, Government of Iceland, Government of Slovakia, Government of Spain, Government of Czech Republic, Government of Netherlands, Government of Poland, Government of Hungary, Government of Romania, Government of Sweden, Government of Denmark, Government of New Zealand, Government of Ireland, Government of Latvia, Government of Finland, Government of Albania, Government of Estonia, Government of Azerbaijan, Government of Greece, Government of Georgia, Government of Lithuania, Government of Luxembourg, Government of Turkey, Government of United States of America, Government of Germany, Government of France, Government of Australia, Government of Pakistan, Government of Belgium, Government of Bulgaria","Taleban, Hizb-i Islami-yi Afghanistan","299, 303",,2,,2008,5655,5204,7189,4,"Pakistan, Afghanistan",700,"325, 211, 390, 360, 210, 900, 2, 366, 316, 230, 373, 350, 317, 355, 205, 395, 385, 367, 260, 380, 368, 20, 640, 344, 235, 220, 375, 372, 310, 349, 305, 212, 339, 920, 290, 770, 200",,,700,"700, 770",3,24.1
333,"735, 726",Afghanistan,Government of Afghanistan,130,"Government of Portugal, Government of Slovenia, Government of Italy, Government of United Kingdom, Government of Canada, Government of Croatia, Government of Norway, Government of Iceland, Government of Singapore, Government of Slovakia, Government of Spain, Government of Czech Republic, Government of Netherlands, Government of Ukraine, Government of Poland, Government of Hungary, Government of Romania, Government of Sweden, Government of Denmark, Government of New Zealand, Government of Latvia, Government of Finland, Government of United Arab Emirates, Government of Bosnia-Herzegovina, Government of North Macedonia, Government of Albania, Government of Estonia, Government of Azerbaijan, Government of Greece, Government of Georgia, Government of Lithuania, Government of Luxembourg, Government of Turkey, Government of United States of America, Government of Germany, Government of France, Government of Australia, Government of Pakistan, Government of Belgium, Government of Bulgaria","Taleban, Hizb-i Islami-yi Afghanistan","299, 303",,2,,2009,6390,5659,8063,4,"Pakistan, Afghanistan",700,"325, 211, 390, 830, 346, 360, 210, 900, 2, 366, 316, 230, 373, 350, 696, 317, 355, 395, 343, 385, 367, 260, 380, 368, 20, 640, 344, 235, 220, 375, 372, 310, 349, 369, 212, 339, 920, 290, 770, 200",,,700,"700, 770",3,24.1
333,"735, 726",Afghanistan,Government of Afghanistan,130,"Government of Portugal, Government of Slovenia, Government of Italy, Government of United Kingdom, Government of Canada, Government of Croatia, Government of Norway, Government of Austria, Government of Iceland, Government of Armenia, Government of Singapore, Government of Slovakia, Government of Spain, Government of Malaysia, Government of Czech Republic, Government of Netherlands, Government of Ukraine, Government of Poland, Government of Hungary, Government of Romania, Government of Sweden, Government of Denmark, Government of New Zealand, Government of Ireland, Government of Latvia, Government of Finland, Government of Montenegro, Government of United Arab Emirates, Government of Bosnia-Herzegovina, Government of North Macedonia, Government of South Korea, Government of Jordan, Government of Albania, Government of Estonia, Government of Azerbaijan, Government of Greece, Government of Georgia, Government of Lithuania, Government of Luxembourg, Government of Mongolia, Government of Turkey, Government of United States of America, Government of Germany, Government of France, Government of Australia, Government of Pakistan, Government of Belgium, Government of Bulgaria","Taleban, Hizb-i Islami-yi Afghanistan","299, 303",,2,,2010,7038,6865,8465,4,"Pakistan, Afghanistan",700,"325, 211, 390, 830, 346, 360, 210, 732, 900, 2, 366, 316, 230, 373, 350, 663, 696, 317, 355, 395, 205, 371, 343, 385, 367, 260, 380, 820, 368, 341, 20, 640, 344, 235, 220, 712, 375, 372, 310, 349, 369, 305, 212, 339, 920, 290, 770, 200",,,700,"700, 770",3,24.1
333,"735, 726",Afghanistan,Government of Afghanistan,130,"Government of Portugal, Government of Slovenia, Government of Italy, Government of United Kingdom, Government of Canada, Government of Croatia, Government of Norway, Government of Austria, Government of Iceland, Government of Armenia, Government of Singapore, Government of Slovakia, Government of Spain, Government of Malaysia, Government of Czech Republic, Government of El Salvador, Government of Netherlands, Government of Ukraine, Government of Poland, Government of Tonga, Government of Hungary, Government of Romania, Government of Sweden, Government of Denmark, Government of New Zealand, Government of Ireland, Government of Latvia, Government of Finland, Government of Montenegro, Government of United Arab Emirates, Government of Bosnia-Herzegovina, Government of North Macedonia, Government of South Korea, Government of Albania, Government of Estonia, Government of Azerbaijan, Government of Greece, Government of Georgia, Government of Lithuania, Government of Luxembourg, Government of Mongolia, Government of Turkey, Government of United States of America, Government of Germany, Government of France, Government of Australia, Government of Pakistan, Government of Belgium, Government of Bulgaria","Taleban, Hizb-i Islami-yi Afghanistan","299, 303",,2,,2011,7423,7279,8290,4,"Pakistan, Afghanistan",700,"325, 211, 390, 830, 346, 360, 972, 210, 732, 900, 2, 366, 316, 230, 373, 350, 696, 317, 355, 395, 205, 371, 343, 385, 367, 260, 380, 820, 368, 341, 20, 640, 344, 235, 220, 712, 375, 372, 310, 349, 369, 305, 92, 212, 339, 920, 290, 770, 200",,,700,"700, 770",3,24.1
